,Open,High,Low,Close,Volume
2025-07-17 07:00:00,17.15999984741211,17.3700008392334,16.479999542236328,16.520000457763672,0.0
2025-07-18 07:00:00,16.43000030517578,16.809999465942383,16.280000686645508,16.40999984741211,0.0
2025-07-21 07:00:00,16.8700008392334,16.989999771118164,16.299999237060547,16.649999618530273,0.0
2025-07-22 07:00:00,16.75,17.479999542236328,16.43000030517578,16.5,0.0
2025-07-23 07:00:00,16.229999542236328,16.31999969482422,15.319999694824219,15.369999885559082,0.0
2025-07-24 07:00:00,15.390000343322754,15.539999961853027,14.949999809265137,15.390000343322754,0.0
2025-07-25 07:00:00,15.329999923706055,15.390000343322754,14.920000076293945,14.930000305175781,0.0
2025-07-28 07:00:00,15.149999618530273,15.539999961853027,15.0,15.029999732971191,0.0
2025-07-29 07:00:00,14.949999809265137,16.1200008392334,14.699999809265137,15.979999542236328,0.0
2025-07-30 07:00:00,15.869999885559082,17.270000457763672,15.4399995803833,15.479999542236328,0.0
2025-07-31 07:00:00,14.989999771118164,17.170000076293945,14.739999771118164,16.719999313354492,0.0
2025-08-01 07:00:00,17.399999618530273,21.899999618530273,17.389999389648438,20.3799991607666,0.0
2025-08-04 07:00:00,19.559999465942383,19.579999923706055,17.479999542236328,17.520000457763672,0.0
2025-08-05 07:00:00,17.209999084472656,18.940000534057617,17.110000610351562,17.850000381469727,0.0
2025-08-06 07:00:00,17.219999313354492,17.8799991607666,16.559999465942383,16.770000457763672,0.0
2025-08-07 07:00:00,16.40999984741211,17.639999389648438,15.979999542236328,16.56999969482422,0.0
2025-08-08 07:00:00,16.479999542236328,16.520000457763672,15.149999618530273,15.149999618530273,0.0
2025-08-11 07:00:00,15.8100004196167,16.360000610351562,15.520000457763672,16.25,0.0
2025-08-12 07:00:00,16.09000015258789,16.559999465942383,14.65999984741211,14.729999542236328,0.0
2025-08-13 07:00:00,14.619999885559082,14.8100004196167,14.300000190734863,14.489999771118164,0.0
2025-08-14 07:00:00,14.65999984741211,15.390000343322754,14.569999694824219,14.829999923706055,0.0
2025-08-15 07:00:00,14.430000305175781,15.180000305175781,14.399999618530273,15.09000015258789,0.0
2025-08-18 07:00:00,15.729999542236328,15.949999809265137,14.949999809265137,14.989999771118164,0.0
