,Open,High,Low,Close,Volume
2025-07-17 13:30:00,44.61000061035156,44.84000015258789,44.29999923706055,44.619998931884766,762800
2025-07-18 13:30:00,44.150001525878906,44.5,43.939998626708984,43.959999084472656,830700
2025-07-21 13:30:00,43.5,43.7599983215332,42.810001373291016,43.70000076293945,1135800
2025-07-22 13:30:00,43.529998779296875,44.63999938964844,43.380001068115234,43.54999923706055,1348300
2025-07-23 13:30:00,42.880001068115234,43.25,41.5,41.77000045776367,1812800
2025-07-24 13:30:00,41.459999084472656,41.7599983215332,41.11000061035156,41.61000061035156,1777800
2025-07-25 13:30:00,41.66999816894531,41.779998779296875,41.099998474121094,41.22999954223633,1278600
2025-07-28 13:30:00,40.400001525878906,40.790000915527344,40.099998474121094,40.099998474121094,2014100
2025-07-29 13:30:00,39.689998626708984,41.29999923706055,39.439998626708984,41.040000915527344,1746300
2025-07-30 13:30:00,40.91999816894531,41.93000030517578,40.529998779296875,41.2400016784668,1406200
2025-07-31 13:30:00,40.38999938964844,41.689998626708984,40.06999969482422,41.4900016784668,1566200
2025-08-01 13:30:00,43.400001525878906,45.77000045776367,43.31999969482422,44.7599983215332,3662300
2025-08-04 13:30:00,43.59000015258789,43.599998474121094,41.65999984741211,41.72999954223633,1934300
2025-08-05 13:30:00,41.630001068115234,43.380001068115234,41.5,42.15999984741211,1453800
2025-08-06 13:30:00,42.060001373291016,42.349998474121094,40.81999969482422,40.86000061035156,1303600
2025-08-07 13:30:00,40.279998779296875,41.79999923706055,40.13999938964844,41.18000030517578,1347900
2025-08-08 13:30:00,40.5,40.599998474121094,39.61000061035156,39.7599983215332,2053300
2025-08-11 13:30:00,39.63999938964844,40.18000030517578,39.34000015258789,39.95000076293945,1489200
2025-08-12 13:30:00,39.20000076293945,39.22999954223633,38.040000915527344,38.25,1824500
2025-08-13 13:30:00,37.75,38.279998779296875,37.66999816894531,38.029998779296875,1639200
2025-08-14 13:30:00,38.7400016784668,38.790000915527344,37.939998626708984,38.13999938964844,1748800
2025-08-15 13:30:00,37.93000030517578,38.36000061035156,37.790000915527344,37.970001220703125,2245600
2025-08-18 13:30:00,37.959999084472656,37.970001220703125,36.900001525878906,37.11000061035156,1594200
2025-08-19 13:30:00,36.70000076293945,38.13999938964844,36.650001525878906,37.849998474121094,2411100
2025-08-20 13:30:00,37.95000076293945,39.029998779296875,37.5099983215332,37.61000061035156,1982300
2025-08-21 13:30:00,38.189998626708984,38.77000045776367,37.81999969482422,38.189998626708984,1212100
2025-08-22 13:30:00,37.970001220703125,38.06999969482422,35.0099983215332,35.189998626708984,3142600
2025-08-25 13:30:00,35.43000030517578,35.63999938964844,34.900001525878906,35.130001068115234,1364800
2025-08-26 13:30:00,35.459999084472656,35.459999084472656,34.88999938964844,34.939998626708984,1185400
2025-08-27 13:30:00,35.02000045776367,35.5,34.880001068115234,35.09000015258789,1501600
2025-08-28 13:30:00,34.599998474121094,35.09000015258789,34.459999084472656,34.54999923706055,1262600
2025-08-29 13:30:00,34.5099983215332,35.61000061035156,34.34000015258789,35.2599983215332,2273300
2025-09-02 13:30:00,37.13999938964844,37.91999816894531,36.349998474121094,36.349998474121094,2960100
2025-09-03 13:30:00,36.189998626708984,36.22999954223633,35.459999084472656,35.5,1517900
2025-09-04 13:30:00,35.2599983215332,35.31999969482422,34.34000015258789,34.459999084472656,1333800
2025-09-05 13:30:00,33.65999984741211,35.4900016784668,33.54999923706055,34.4900016784668,2699900
2025-09-08 13:30:00,34.15999984741211,34.2599983215332,33.790000915527344,33.880001068115234,1931800
2025-09-09 13:30:00,34.09000015258789,34.470001220703125,33.66999816894531,33.709999084472656,1622300
2025-09-10 13:30:00,33.34000015258789,33.83000183105469,33.15999984741211,33.58000183105469,2365200
2025-09-11 13:30:00,33.0099983215332,33.18000030517578,32.709999084472656,32.72999954223633,1799300
2025-09-12 13:30:00,32.7599983215332,32.83000183105469,32.33000183105469,32.68000030517578,1621700
2025-09-15 13:30:00,32.380001068115234,33.11000061035156,32.31999969482422,33.08000183105469,2364700
2025-09-16 13:30:00,33.13999938964844,33.66999816894531,33.04999923706055,33.58000183105469,1939400
