,Open,High,Low,Close,Volume
2025-09-04 13:30:00,570.739990234375,575.5999755859375,569.030029296875,575.22998046875,47526300
2025-09-05 13:30:00,580.489990234375,581.1199951171875,571.530029296875,576.0599975585938,68342500
2025-09-08 13:30:00,578.3699951171875,580.8400268554688,577.77001953125,578.8699951171875,46371400
2025-09-09 13:30:00,579.6699829101562,580.9400024414062,577.0399780273438,580.510009765625,44007600
2025-09-10 13:30:00,583.739990234375,583.77001953125,578.5499877929688,580.7000122070312,49308000
2025-09-11 13:30:00,583.239990234375,584.8800048828125,581.6199951171875,584.0800170898438,44745800
2025-09-12 13:30:00,585.0399780273438,587.8599853515625,584.0999755859375,586.6599731445312,50745900
2025-09-15 13:30:00,588.4400024414062,591.7899780273438,588.2899780273438,591.6799926757812,44360300
2025-09-16 13:30:00,592.6099853515625,592.8599853515625,590.489990234375,591.1799926757812,36942100
2025-09-17 13:30:00,591.0999755859375,591.75,584.3699951171875,590.0,69384800
2025-09-18 13:30:00,594.9099731445312,598.1400146484375,592.9600219726562,595.3200073242188,61069300
2025-09-19 13:30:00,597.3300170898438,600.0499877929688,595.8499755859375,599.3499755859375,58196100
2025-09-22 13:30:00,597.739990234375,602.8699951171875,597.719970703125,602.2000122070312,57154800
2025-09-23 13:30:00,602.3699951171875,602.5700073242188,596.97998046875,598.2000122070312,64635500
2025-09-24 13:30:00,599.5800170898438,599.9000244140625,593.3599853515625,596.0999755859375,49850300
2025-09-25 13:30:00,592.2000122070312,595.1199951171875,588.5,593.530029296875,70920200
2025-09-26 13:30:00,594.3499755859375,596.2999877929688,591.0599975585938,595.969970703125,54337400
2025-09-29 13:30:00,599.1099853515625,602.0499877929688,597.4099731445312,598.72998046875,48332900
2025-09-30 13:30:00,598.4299926757812,600.7100219726562,596.0999755859375,600.3699951171875,46533800
2025-10-01 13:30:00,597.1699829101562,603.7899780273438,596.3400268554688,603.25,46899600
2025-10-02 13:30:00,607.0599975585938,607.1599731445312,602.9299926757812,605.72998046875,43765400
2025-10-03 13:30:00,606.510009765625,607.3300170898438,601.3900146484375,603.1799926757812,46482100
2025-10-06 13:30:00,608.4500122070312,609.3599853515625,605.969970703125,607.7100219726562,41962100
2025-10-07 13:30:00,609.02001953125,609.7100219726562,603.030029296875,604.510009765625,58209500
2025-10-08 13:30:00,605.4099731445312,611.75,605.260009765625,611.4400024414062,50629800
2025-10-09 13:30:00,611.47998046875,611.6099853515625,607.47998046875,610.7000122070312,45551000
2025-10-10 13:30:00,611.4000244140625,613.1799926757812,589.0499877929688,589.5,97614800
2025-10-13 13:30:00,599.6799926757812,602.9500122070312,597.22998046875,602.010009765625,65872600
2025-10-14 13:30:00,595.3099975585938,602.6900024414062,590.1300048828125,598.0,69203200
2025-10-15 13:30:00,604.010009765625,606.7000122070312,595.9299926757812,602.219970703125,62805500
2025-10-16 13:30:00,605.1099853515625,608.3099975585938,595.5,599.989990234375,70982000
2025-10-17 13:30:00,597.9500122070312,605.510009765625,596.3699951171875,603.9299926757812,72024900
2025-10-20 13:30:00,607.1400146484375,612.7999877929688,607.0700073242188,611.5399780273438,45761700
2025-10-21 13:30:00,611.6400146484375,612.719970703125,609.3200073242188,611.3800048828125,44538200
2025-10-22 13:30:00,610.8200073242188,611.4099731445312,599.739990234375,605.489990234375,61478800
2025-10-23 13:30:00,604.9099731445312,611.3699951171875,604.52001953125,610.5800170898438,42844300
2025-10-24 13:30:00,615.989990234375,618.4199829101562,615.1300048828125,617.0999755859375,47632500
2025-10-27 13:30:00,624.52001953125,628.5499877929688,624.030029296875,628.0900268554688,54098600
2025-10-28 13:30:00,630.3599853515625,634.6799926757812,629.25,632.9199829101562,61195700
2025-10-29 13:30:00,635.5900268554688,637.010009765625,630.25,635.77001953125,67422800
2025-10-30 13:30:00,632.1699829101562,633.5,625.9400024414062,626.0499877929688,61628600
2025-10-31 13:30:00,634.1699829101562,634.2000122070312,626.6900024414062,629.0700073242188,66305100
2025-11-03 14:30:00,635.1099853515625,635.8200073242188,629.8499755859375,632.0800170898438,37154300
2025-11-04 14:30:00,623.280029296875,626.9500122070312,618.4600219726562,619.25,63830800
2025-11-05 14:30:00,618.489990234375,626.5999755859375,617.2100219726562,623.280029296875,48688500
2025-11-06 14:30:00,621.7899780273438,622.0399780273438,610.2999877929688,611.6699829101562,72115100
2025-11-07 14:30:00,608.3099975585938,609.9500122070312,598.6699829101562,609.739990234375,81835400
2025-11-10 14:30:00,618.9199829101562,624.3099975585938,616.8900146484375,623.22998046875,55919900
2025-11-11 14:30:00,620.5700073242188,622.719970703125,617.52001953125,621.5700073242188,44868800
2025-11-12 14:30:00,624.8400268554688,624.8599853515625,617.8099975585938,621.0800170898438,47444400
2025-11-13 14:30:00,617.5399780273438,618.1199951171875,606.0800170898438,608.4000244140625,71071100
2025-11-14 18:22:48,599.5499877929688,613.3499755859375,597.1699829101562,609.52001953125,54196212
